index	name	color
1	M1L	#804EA0
2	M2L	#9D29E0
3	M3L	#65B6F9
4	M4L	#62FF76
5	A1L	#8A89FF
6	A2L	#534EE1
7	A3L	#5FFFFF
8	D1L	#AE3E49
9	D2L	#FF6BB3
10	D3L	#F053FF
11	D4L	#D11E82
12	S1L	#FBC221
13	S2L	#DBFF48
14	S3L	#D8FFC8
15	S4L	#FFFFD4
16	S5L	#51BC5D
17	M1R	#804EA0
18	M2R	#9D29E0
19	M3R	#65B6F9
20	M4R	#62FF76
21	A1R	#8A89FF
22	A2R	#534EE1
23	A3R	#5FFFFF
24	D1R	#AE3E49
25	D2R	#FF6BB3
26	D3R	#F053FF
27	D4R	#D11E82
28	S1R	#FBC221
29	S2R	#DBFF48
30	S3R	#D8FFC8
31	S4R	#FFFFD4
32	S5R	#51BC5D
