index	name	color
1	7Networks_1	#781286
2	7Networks_2	#4682B4
3	7Networks_3	#00760E
4	7Networks_4	#C43AFA
5	7Networks_5	#DCF8A4
6	7Networks_6	#E69422
7	7Networks_7	#CD3E4E
